Title    : 2023_Average_Jan_hr_10_2
Version  : Emfac-HK V4.3 V4.3.0.0 Sp: V4.3 Pr: Emfac-HK HK4.3
Run Date : 2021/12/29 11:33:34
Scen Year: 2023 -- All model years in the range 1979 to 2023 selected
Season   : Annual
Area     : Hong Kong
*****************************************************************************************
Year:,2023,, -- Model Years,,1979, to ,2023, Inclusive --,,,Annual
     Emfac-HK V4.3 Emission Factors: V4.3.0.0 Sp: V4.3 Pr: Emfac-HK HK4.3

SAR Average,,,,,      Hong Kong,,,,,,SAR Average

,,,,Table  1:  Running Exhaust Emissions (grams/km)

Pollutant Name: Volatile Org Cpds,,,,Temperature: 19C,,Relative Humidity: 68%

Speed,PC,PC,PC,PC,PC,TAXI,TAXI,TAXI,TAXI,TAXI,LGV3,LGV3,LGV3,LGV3,LGV3,LGV4,LGV4,LGV4,LGV4,LGV4,LGV6,LGV6,LGV6,LGV6,LGV6,HGV7,HGV7,HGV7,HGV7,HGV7,HGV8,HGV8,HGV8,HGV8,HGV8,PLB,PLB,PLB,PLB,PLB,PV4,PV4,PV4,PV4,PV4,PV5,PV5,PV5,PV5,PV5,NFB6,NFB6,NFB6,NFB6,NFB6,NFB7,NFB7,NFB7,NFB7,NFB7,NFB8,NFB8,NFB8,NFB8,NFB8,FBSD,FBSD,FBSD,FBSD,FBSD,FBDD,FBDD,FBDD,FBDD,FBDD,MC,MC,MC,MC,MC,HGV9,HGV9,HGV9,HGV9,HGV9,NFB9,NFB9,NFB9,NFB9,NFB9,ALL,ALL,ALL,ALL,ALL,
   49,   0.1776,   0.0010,   0.0098,   0.0000,   0.0012,   0.0000,   0.0010,   0.0000,   0.0062,   0.0062,   0.1776,   0.0242,   0.0795,   0.0000,   0.0783,   0.1776,   0.0027,   0.0673,   0.0000,   0.0654,   0.0000,   0.0000,   0.3122,   0.0000,   0.3122,   0.0000,   0.0000,   0.5058,   0.0000,   0.5058,   0.0000,   0.0000,   0.2639,   0.0000,   0.2639,   0.0000,   0.0000,   0.1472,   0.0053,   0.0670,   0.0000,   0.0078,   0.0782,   0.0000,   0.0594,   0.0000,   0.0184,   0.1974,   0.0031,   0.1581,   0.0000,   0.0000,   0.3881,   0.0000,   0.3881,   0.0000,   0.0000,   0.7710,   0.0000,   0.7710,   0.0000,   0.0000,   0.3022,   0.0000,   0.3022,   0.0000,   0.0000,   0.1033,   0.0000,   0.1033,   0.0000,   0.0000,   0.2227,   0.0000,   0.2227,   0.0167,   0.0052,   0.0000,   0.0000,   0.0123,   0.0000,   0.0000,   0.3360,   0.0000,   0.3360,   0.0000,   0.0000,   0.2469,   0.0000,   0.2469,   0.0179,   0.0011,   0.2349,   0.0061,   0.0784,
   50,   0.1786,   0.0010,   0.0098,   0.0000,   0.0012,   0.0000,   0.0010,   0.0000,   0.0061,   0.0061,   0.1786,   0.0241,   0.0786,   0.0000,   0.0774,   0.1786,   0.0027,   0.0664,   0.0000,   0.0646,   0.0000,   0.0000,   0.3089,   0.0000,   0.3089,   0.0000,   0.0000,   0.5000,   0.0000,   0.5000,   0.0000,   0.0000,   0.2591,   0.0000,   0.2591,   0.0000,   0.0000,   0.1452,   0.0053,   0.0661,   0.0000,   0.0077,   0.0767,   0.0000,   0.0583,   0.0000,   0.0182,   0.1948,   0.0030,   0.1561,   0.0000,   0.0000,   0.3830,   0.0000,   0.3830,   0.0000,   0.0000,   0.7622,   0.0000,   0.7622,   0.0000,   0.0000,   0.2971,   0.0000,   0.2971,   0.0000,   0.0000,   0.1019,   0.0000,   0.1019,   0.0000,   0.0000,   0.2194,   0.0000,   0.2194,   0.0167,   0.0052,   0.0000,   0.0000,   0.0122,   0.0000,   0.0000,   0.3306,   0.0000,   0.3306,   0.0000,   0.0000,   0.2429,   0.0000,   0.2429,   0.0179,   0.0011,   0.2317,   0.0060,   0.0773,
   51,   0.1795,   0.0010,   0.0098,   0.0000,   0.0012,   0.0000,   0.0010,   0.0000,   0.0060,   0.0060,   0.1795,   0.0240,   0.0777,   0.0000,   0.0765,   0.1795,   0.0027,   0.0656,   0.0000,   0.0637,   0.0000,   0.0000,   0.3058,   0.0000,   0.3058,   0.0000,   0.0000,   0.4943,   0.0000,   0.4943,   0.0000,   0.0000,   0.2546,   0.0000,   0.2546,   0.0000,   0.0000,   0.1434,   0.0052,   0.0653,   0.0000,   0.0077,   0.0753,   0.0000,   0.0572,   0.0000,   0.0181,   0.1923,   0.0030,   0.1541,   0.0000,   0.0000,   0.3781,   0.0000,   0.3781,   0.0000,   0.0000,   0.7537,   0.0000,   0.7537,   0.0000,   0.0000,   0.2923,   0.0000,   0.2923,   0.0000,   0.0000,   0.1006,   0.0000,   0.1006,   0.0000,   0.0000,   0.2180,   0.0000,   0.2180,   0.0166,   0.0051,   0.0000,   0.0000,   0.0122,   0.0000,   0.0000,   0.3254,   0.0000,   0.3254,   0.0000,   0.0000,   0.2391,   0.0000,   0.2391,   0.0178,   0.0011,   0.2288,   0.0060,   0.0764,
   52,   0.1805,   0.0010,   0.0098,   0.0000,   0.0012,   0.0000,   0.0010,   0.0000,   0.0060,   0.0060,   0.1805,   0.0240,   0.0768,   0.0000,   0.0757,   0.1805,   0.0027,   0.0648,   0.0000,   0.0630,   0.0000,   0.0000,   0.3027,   0.0000,   0.3027,   0.0000,   0.0000,   0.4889,   0.0000,   0.4889,   0.0000,   0.0000,   0.2502,   0.0000,   0.2502,   0.0000,   0.0000,   0.1416,   0.0052,   0.0645,   0.0000,   0.0076,   0.0739,   0.0000,   0.0562,   0.0000,   0.0180,   0.1899,   0.0030,   0.1521,   0.0000,   0.0000,   0.3734,   0.0000,   0.3734,   0.0000,   0.0000,   0.7455,   0.0000,   0.7455,   0.0000,   0.0000,   0.2877,   0.0000,   0.2877,   0.0000,   0.0000,   0.0994,   0.0000,   0.0994,   0.0000,   0.0000,   0.2166,   0.0000,   0.2166,   0.0166,   0.0051,   0.0000,   0.0000,   0.0121,   0.0000,   0.0000,   0.3204,   0.0000,   0.3204,   0.0000,   0.0000,   0.2354,   0.0000,   0.2354,   0.0178,   0.0011,   0.2260,   0.0059,   0.0754,
   53,   0.1816,   0.0010,   0.0098,   0.0000,   0.0012,   0.0000,   0.0010,   0.0000,   0.0059,   0.0059,   0.1816,   0.0239,   0.0760,   0.0000,   0.0749,   0.1816,   0.0027,   0.0640,   0.0000,   0.0622,   0.0000,   0.0000,   0.2997,   0.0000,   0.2997,   0.0000,   0.0000,   0.4836,   0.0000,   0.4836,   0.0000,   0.0000,   0.2460,   0.0000,   0.2460,   0.0000,   0.0000,   0.1398,   0.0052,   0.0637,   0.0000,   0.0076,   0.0726,   0.0000,   0.0552,   0.0000,   0.0179,   0.1876,   0.0030,   0.1503,   0.0000,   0.0000,   0.3688,   0.0000,   0.3688,   0.0000,   0.0000,   0.7375,   0.0000,   0.7375,   0.0000,   0.0000,   0.2832,   0.0000,   0.2832,   0.0000,   0.0000,   0.0982,   0.0000,   0.0982,   0.0000,   0.0000,   0.2152,   0.0000,   0.2152,   0.0165,   0.0051,   0.0000,   0.0000,   0.0121,   0.0000,   0.0000,   0.3155,   0.0000,   0.3155,   0.0000,   0.0000,   0.2320,   0.0000,   0.2320,   0.0178,   0.0011,   0.2233,   0.0058,   0.0745,
   54,   0.1827,   0.0009,   0.0097,   0.0000,   0.0011,   0.0000,   0.0010,   0.0000,   0.0058,   0.0058,   0.1827,   0.0238,   0.0752,   0.0000,   0.0742,   0.1827,   0.0027,   0.0633,   0.0000,   0.0615,   0.0000,   0.0000,   0.2968,   0.0000,   0.2968,   0.0000,   0.0000,   0.4784,   0.0000,   0.4784,   0.0000,   0.0000,   0.2420,   0.0000,   0.2420,   0.0000,   0.0000,   0.1381,   0.0051,   0.0630,   0.0000,   0.0075,   0.0713,   0.0000,   0.0543,   0.0000,   0.0178,   0.1853,   0.0030,   0.1485,   0.0000,   0.0000,   0.3643,   0.0000,   0.3643,   0.0000,   0.0000,   0.7298,   0.0000,   0.7298,   0.0000,   0.0000,   0.2789,   0.0000,   0.2789,   0.0000,   0.0000,   0.0970,   0.0000,   0.0970,   0.0000,   0.0000,   0.2139,   0.0000,   0.2139,   0.0165,   0.0050,   0.0000,   0.0000,   0.0121,   0.0000,   0.0000,   0.3109,   0.0000,   0.3109,   0.0000,   0.0000,   0.2286,   0.0000,   0.2286,   0.0177,   0.0011,   0.2207,   0.0058,   0.0737,
   55,   0.1838,   0.0009,   0.0097,   0.0000,   0.0011,   0.0000,   0.0010,   0.0000,   0.0058,   0.0058,   0.1838,   0.0238,   0.0744,   0.0000,   0.0734,   0.1838,   0.0027,   0.0625,   0.0000,   0.0608,   0.0000,   0.0000,   0.2940,   0.0000,   0.2940,   0.0000,   0.0000,   0.4734,   0.0000,   0.4734,   0.0000,   0.0000,   0.2381,   0.0000,   0.2381,   0.0000,   0.0000,   0.1365,   0.0051,   0.0623,   0.0000,   0.0075,   0.0701,   0.0000,   0.0534,   0.0000,   0.0177,   0.1831,   0.0030,   0.1467,   0.0000,   0.0000,   0.3600,   0.0000,   0.3600,   0.0000,   0.0000,   0.7222,   0.0000,   0.7222,   0.0000,   0.0000,   0.2747,   0.0000,   0.2747,   0.0000,   0.0000,   0.0958,   0.0000,   0.0958,   0.0000,   0.0000,   0.2127,   0.0000,   0.2127,   0.0164,   0.0050,   0.0000,   0.0000,   0.0120,   0.0000,   0.0000,   0.3064,   0.0000,   0.3064,   0.0000,   0.0000,   0.2254,   0.0000,   0.2254,   0.0177,   0.0010,   0.2182,   0.0057,   0.0728,
   56,   0.1849,   0.0009,   0.0098,   0.0000,   0.0011,   0.0000,   0.0009,   0.0000,   0.0057,   0.0057,   0.1849,   0.0237,   0.0737,   0.0000,   0.0727,   0.1849,   0.0027,   0.0618,   0.0000,   0.0601,   0.0000,   0.0000,   0.2912,   0.0000,   0.2912,   0.0000,   0.0000,   0.4686,   0.0000,   0.4686,   0.0000,   0.0000,   0.2343,   0.0000,   0.2343,   0.0000,   0.0000,   0.1349,   0.0051,   0.0616,   0.0000,   0.0074,   0.0689,   0.0000,   0.0525,   0.0000,   0.0176,   0.1810,   0.0029,   0.1450,   0.0000,   0.0000,   0.3558,   0.0000,   0.3558,   0.0000,   0.0000,   0.7150,   0.0000,   0.7150,   0.0000,   0.0000,   0.2707,   0.0000,   0.2707,   0.0000,   0.0000,   0.0948,   0.0000,   0.0948,   0.0000,   0.0000,   0.2115,   0.0000,   0.2115,   0.0164,   0.0050,   0.0000,   0.0000,   0.0120,   0.0000,   0.0000,   0.3020,   0.0000,   0.3020,   0.0000,   0.0000,   0.2224,   0.0000,   0.2224,   0.0177,   0.0010,   0.2157,   0.0057,   0.0720,
   57,   0.1861,   0.0009,   0.0098,   0.0000,   0.0011,   0.0000,   0.0009,   0.0000,   0.0057,   0.0057,   0.1861,   0.0237,   0.0730,   0.0000,   0.0720,   0.1861,   0.0027,   0.0612,   0.0000,   0.0595,   0.0000,   0.0000,   0.2886,   0.0000,   0.2886,   0.0000,   0.0000,   0.4639,   0.0000,   0.4639,   0.0000,   0.0000,   0.2307,   0.0000,   0.2307,   0.0000,   0.0000,   0.1334,   0.0051,   0.0609,   0.0000,   0.0074,   0.0678,   0.0000,   0.0517,   0.0000,   0.0175,   0.1789,   0.0029,   0.1433,   0.0000,   0.0000,   0.3517,   0.0000,   0.3517,   0.0000,   0.0000,   0.7079,   0.0000,   0.7079,   0.0000,   0.0000,   0.2668,   0.0000,   0.2668,   0.0000,   0.0000,   0.0937,   0.0000,   0.0937,   0.0000,   0.0000,   0.2103,   0.0000,   0.2103,   0.0164,   0.0049,   0.0000,   0.0000,   0.0120,   0.0000,   0.0000,   0.2978,   0.0000,   0.2978,   0.0000,   0.0000,   0.2195,   0.0000,   0.2195,   0.0176,   0.0010,   0.2133,   0.0056,   0.0713,
   58,   0.1874,   0.0009,   0.0098,   0.0000,   0.0011,   0.0000,   0.0009,   0.0000,   0.0056,   0.0056,   0.1874,   0.0236,   0.0723,   0.0000,   0.0714,   0.1874,   0.0027,   0.0605,   0.0000,   0.0589,   0.0000,   0.0000,   0.2860,   0.0000,   0.2860,   0.0000,   0.0000,   0.4593,   0.0000,   0.4593,   0.0000,   0.0000,   0.2271,   0.0000,   0.2271,   0.0000,   0.0000,   0.1319,   0.0051,   0.0602,   0.0000,   0.0074,   0.0667,   0.0000,   0.0509,   0.0000,   0.0174,   0.1769,   0.0029,   0.1417,   0.0000,   0.0000,   0.3478,   0.0000,   0.3478,   0.0000,   0.0000,   0.7010,   0.0000,   0.7010,   0.0000,   0.0000,   0.2630,   0.0000,   0.2630,   0.0000,   0.0000,   0.0927,   0.0000,   0.0927,   0.0000,   0.0000,   0.2091,   0.0000,   0.2091,   0.0163,   0.0049,   0.0000,   0.0000,   0.0119,   0.0000,   0.0000,   0.2938,   0.0000,   0.2938,   0.0000,   0.0000,   0.2166,   0.0000,   0.2166,   0.0176,   0.0010,   0.2110,   0.0056,   0.0705,
   59,   0.1887,   0.0009,   0.0098,   0.0000,   0.0011,   0.0000,   0.0009,   0.0000,   0.0056,   0.0056,   0.1887,   0.0236,   0.0716,   0.0000,   0.0707,   0.1887,   0.0027,   0.0599,   0.0000,   0.0583,   0.0000,   0.0000,   0.2835,   0.0000,   0.2835,   0.0000,   0.0000,   0.4549,   0.0000,   0.4549,   0.0000,   0.0000,   0.2238,   0.0000,   0.2238,   0.0000,   0.0000,   0.1304,   0.0051,   0.0596,   0.0000,   0.0073,   0.0657,   0.0000,   0.0501,   0.0000,   0.0173,   0.1749,   0.0029,   0.1402,   0.0000,   0.0000,   0.3439,   0.0000,   0.3439,   0.0000,   0.0000,   0.6943,   0.0000,   0.6943,   0.0000,   0.0000,   0.2594,   0.0000,   0.2594,   0.0000,   0.0000,   0.0917,   0.0000,   0.0917,   0.0000,   0.0000,   0.2080,   0.0000,   0.2080,   0.0163,   0.0049,   0.0000,   0.0000,   0.0119,   0.0000,   0.0000,   0.2898,   0.0000,   0.2898,   0.0000,   0.0000,   0.2140,   0.0000,   0.2140,   0.0176,   0.0010,   0.2088,   0.0055,   0.0698,
   60,   0.1900,   0.0009,   0.0098,   0.0000,   0.0011,   0.0000,   0.0009,   0.0000,   0.0055,   0.0055,   0.1900,   0.0236,   0.0709,   0.0000,   0.0701,   0.1900,   0.0027,   0.0593,   0.0000,   0.0577,   0.0000,   0.0000,   0.2810,   0.0000,   0.2810,   0.0000,   0.0000,   0.4506,   0.0000,   0.4506,   0.0000,   0.0000,   0.2205,   0.0000,   0.2205,   0.0000,   0.0000,   0.1290,   0.0051,   0.0590,   0.0000,   0.0073,   0.0647,   0.0000,   0.0494,   0.0000,   0.0173,   0.1730,   0.0029,   0.1387,   0.0000,   0.0000,   0.3402,   0.0000,   0.3402,   0.0000,   0.0000,   0.6878,   0.0000,   0.6878,   0.0000,   0.0000,   0.2559,   0.0000,   0.2559,   0.0000,   0.0000,   0.0907,   0.0000,   0.0907,   0.0000,   0.0000,   0.2070,   0.0000,   0.2070,   0.0163,   0.0049,   0.0000,   0.0000,   0.0119,   0.0000,   0.0000,   0.2860,   0.0000,   0.2860,   0.0000,   0.0000,   0.2114,   0.0000,   0.2114,   0.0176,   0.0010,   0.2067,   0.0055,   0.0690,
   61,   0.1913,   0.0009,   0.0099,   0.0000,   0.0011,   0.0000,   0.0009,   0.0000,   0.0055,   0.0055,   0.1913,   0.0235,   0.0708,   0.0000,   0.0700,   0.1913,   0.0027,   0.0591,   0.0000,   0.0575,   0.0000,   0.0000,   0.2786,   0.0000,   0.2786,   0.0000,   0.0000,   0.4501,   0.0000,   0.4501,   0.0000,   0.0000,   0.2195,   0.0000,   0.2195,   0.0000,   0.0000,   0.1290,   0.0051,   0.0589,   0.0000,   0.0072,   0.0640,   0.0000,   0.0489,   0.0000,   0.0172,   0.1730,   0.0029,   0.1387,   0.0000,   0.0000,   0.3402,   0.0000,   0.3402,   0.0000,   0.0000,   0.6873,   0.0000,   0.6873,   0.0000,   0.0000,   0.2551,   0.0000,   0.2551,   0.0000,   0.0000,   0.0907,   0.0000,   0.0907,   0.0000,   0.0000,   0.2059,   0.0000,   0.2059,   0.0163,   0.0048,   0.0000,   0.0000,   0.0119,   0.0000,   0.0000,   0.2854,   0.0000,   0.2854,   0.0000,   0.0000,   0.2102,   0.0000,   0.2102,   0.0176,   0.0010,   0.2058,   0.0055,   0.0688,
   62,   0.1927,   0.0009,   0.0099,   0.0000,   0.0011,   0.0000,   0.0009,   0.0000,   0.0055,   0.0055,   0.1927,   0.0235,   0.0706,   0.0000,   0.0698,   0.1927,   0.0027,   0.0589,   0.0000,   0.0573,   0.0000,   0.0000,   0.2763,   0.0000,   0.2763,   0.0000,   0.0000,   0.4497,   0.0000,   0.4497,   0.0000,   0.0000,   0.2185,   0.0000,   0.2185,   0.0000,   0.0000,   0.1290,   0.0051,   0.0590,   0.0000,   0.0072,   0.0633,   0.0000,   0.0484,   0.0000,   0.0171,   0.1730,   0.0029,   0.1387,   0.0000,   0.0000,   0.3402,   0.0000,   0.3402,   0.0000,   0.0000,   0.6868,   0.0000,   0.6868,   0.0000,   0.0000,   0.2544,   0.0000,   0.2544,   0.0000,   0.0000,   0.0906,   0.0000,   0.0906,   0.0000,   0.0000,   0.2049,   0.0000,   0.2049,   0.0162,   0.0048,   0.0000,   0.0000,   0.0118,   0.0000,   0.0000,   0.2848,   0.0000,   0.2848,   0.0000,   0.0000,   0.2091,   0.0000,   0.2091,   0.0176,   0.0010,   0.2051,   0.0054,   0.0685,






Title    : 2023_Average_Jan_hr_10_2
Version  : Emfac-HK V4.3 V4.3.0.0 Sp: V4.3 Pr: Emfac-HK HK4.3
Run Date : 2021/12/29 11:33:34
Scen Year: 2023 -- All model years in the range 1979 to 2023 selected
Season   : Annual
Area     : Hong Kong
*****************************************************************************************
Year:,2023,, -- Model Years,,1979, to ,2023, Inclusive --,,,Annual
     Emfac-HK V4.3 Emission Factors: V4.3.0.0 Sp: V4.3 Pr: Emfac-HK HK4.3

SAR Average,,,,,      Hong Kong,,,,,,SAR Average

,,,,Table  2:  Starting Emissions (grams/trip)

Pollutant Name: Volatile Org Cpds,,,,Temperature: 19C,,Relative Humidity: ALL

Time,PC,PC,PC,PC,PC,TAXI,TAXI,TAXI,TAXI,TAXI,LGV3,LGV3,LGV3,LGV3,LGV3,LGV4,LGV4,LGV4,LGV4,LGV4,LGV6,LGV6,LGV6,LGV6,LGV6,HGV7,HGV7,HGV7,HGV7,HGV7,HGV8,HGV8,HGV8,HGV8,HGV8,PLB,PLB,PLB,PLB,PLB,PV4,PV4,PV4,PV4,PV4,PV5,PV5,PV5,PV5,PV5,NFB6,NFB6,NFB6,NFB6,NFB6,NFB7,NFB7,NFB7,NFB7,NFB7,NFB8,NFB8,NFB8,NFB8,NFB8,FBSD,FBSD,FBSD,FBSD,FBSD,FBDD,FBDD,FBDD,FBDD,FBDD,MC,MC,MC,MC,MC,HGV9,HGV9,HGV9,HGV9,HGV9,NFB9,NFB9,NFB9,NFB9,NFB9,ALL,ALL,ALL,ALL,ALL,
 min,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,

    5,   2.9934,   0.0077,   0.0000,   0.0000,   0.0087,   0.0000,   0.0096,   0.0000,   0.0446,   0.0446,   3.3888,   0.0866,   0.0000,   0.0000,   0.0341,   3.3335,   0.0117,   0.0000,   0.0000,   0.0005,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.6030,   0.3408,   0.0000,   0.0404,   0.0000,   0.0000,   0.0151,   0.0000,   0.4625,   0.0000,   0.5633,   0.1414,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.5884,   0.0343,   0.0000,   0.0000,   0.4484,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.5917,   0.0102,   0.0000,   0.1252,   0.0945,
   10,   2.9677,   0.0152,   0.0000,   0.0000,   0.0160,   0.0000,   0.0191,   0.0000,   0.0888,   0.0888,   3.3597,   0.1689,   0.0000,   0.0000,   0.0370,   3.3049,   0.0230,   0.0000,   0.0000,   0.0008,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   1.1755,   0.6644,   0.0000,   0.0795,   0.0000,   0.0000,   0.0297,   0.0000,   0.9030,   0.0000,   1.0980,   0.2757,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.5834,   0.0668,   0.0000,   0.0000,   0.4529,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.5866,   0.0201,   0.0000,   0.2456,   0.1040,
   20,   2.9961,   0.0300,   0.0000,   0.0000,   0.0306,   0.0000,   0.0378,   0.0000,   0.1760,   0.1760,   3.3918,   0.3208,   0.0000,   0.0000,   0.0430,   3.3365,   0.0449,   0.0000,   0.0000,   0.0015,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   2.2285,   1.2595,   0.0000,   0.1540,   0.0000,   0.0000,   0.0574,   0.0000,   1.7176,   0.0000,   2.0816,   0.5227,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.5889,   0.1266,   0.0000,   0.0000,   0.4721,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.5923,   0.0393,   0.0000,   0.4721,   0.1243,
   30,   3.1307,   0.0443,   0.0000,   0.0000,   0.0447,   0.0000,   0.0561,   0.0000,   0.2616,   0.2616,   3.5442,   0.4558,   0.0000,   0.0000,   0.0495,   3.4864,   0.0656,   0.0000,   0.0000,   0.0021,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   3.1590,   1.7855,   0.0000,   0.2233,   0.0000,   0.0000,   0.0832,   0.0000,   2.4440,   0.0000,   2.9508,   0.7410,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.6154,   0.1795,   0.0000,   0.0000,   0.5053,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.6189,   0.0573,   0.0000,   0.6796,   0.1461,
   40,   3.3716,   0.0583,   0.0000,   0.0000,   0.0585,   0.0000,   0.0742,   0.0000,   0.3456,   0.3455,   3.8170,   0.5737,   0.0000,   0.0000,   0.0564,   3.7547,   0.0851,   0.0000,   0.0000,   0.0027,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   3.9671,   2.2422,   0.0000,   0.2875,   0.0000,   0.0000,   0.1072,   0.0000,   3.0821,   0.0000,   3.7056,   0.9305,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.6628,   0.2254,   0.0000,   0.0000,   0.5523,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.6665,   0.0744,   0.0000,   0.8679,   0.1697,
   50,   3.7188,   0.0718,   0.0000,   0.0000,   0.0719,   0.0000,   0.0918,   0.0000,   0.4279,   0.4278,   4.2100,   0.6747,   0.0000,   0.0000,   0.0638,   4.1414,   0.1034,   0.0000,   0.0000,   0.0033,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   4.6527,   2.6297,   0.0000,   0.3466,   0.0000,   0.0000,   0.1292,   0.0000,   3.6319,   0.0000,   4.3461,   1.0914,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.7310,   0.2644,   0.0000,   0.0000,   0.6131,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.7351,   0.0903,   0.0000,   1.0372,   0.1948,
