Speed,PC,PC,PC,PC,PC,TAXI,TAXI,TAXI,TAXI,TAXI,LGV3,LGV3,LGV3,LGV3,LGV3,LGV4,LGV4,LGV4,LGV4,LGV4,LGV6,LGV6,LGV6,LGV6,LGV6,HGV7,HGV7,HGV7,HGV7,HGV7,HGV8,HGV8,HGV8,HGV8,HGV8,PLB,PLB,PLB,PLB,PLB,PV4,PV4,PV4,PV4,PV4,PV5,PV5,PV5,PV5,PV5,NFB6,NFB6,NFB6,NFB6,NFB6,NFB7,NFB7,NFB7,NFB7,NFB7,NFB8,NFB8,NFB8,NFB8,NFB8,FBSD,FBSD,FBSD,FBSD,FBSD,FBDD,FBDD,FBDD,FBDD,FBDD,MC,MC,MC,MC,MC,HGV9,HGV9,HGV9,HGV9,HGV9,NFB9,NFB9,NFB9,NFB9,NFB9,ALL,ALL,ALL,ALL,ALL,
km/hr,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,

   50,   0.0116,   0.0035,   0.0000,   0.0000,   0.0034,   0.0000,   0.0034,   0.0000,   0.0000,   0.0000,   0.0116,   0.0107,   0.0000,   0.0000,   0.0005,   0.0116,   0.0039,   0.0000,   0.0000,   0.0001,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0063,   0.0000,   0.0000,   0.0024,   0.0000,   0.0090,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0015,   0.0050,   0.0000,   0.0000,   0.0024,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0015,   0.0037,   0.0000,   0.0000,   0.0021,
   60,   0.0093,   0.0041,   0.0000,   0.0000,   0.0040,   0.0000,   0.0039,   0.0000,   0.0000,   0.0000,   0.0093,   0.0122,   0.0000,   0.0000,   0.0005,   0.0093,   0.0045,   0.0000,   0.0000,   0.0001,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0074,   0.0000,   0.0000,   0.0027,   0.0000,   0.0103,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0012,   0.0057,   0.0000,   0.0000,   0.0024,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0012,   0.0043,   0.0000,   0.0000,   0.0024,
  120,   0.0251,   0.0068,   0.0000,   0.0000,   0.0067,   0.0000,   0.0065,   0.0000,   0.0000,   0.0000,   0.0251,   0.0170,   0.0000,   0.0000,   0.0009,   0.0251,   0.0072,   0.0000,   0.0000,   0.0002,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0114,   0.0000,   0.0000,   0.0043,   0.0000,   0.0150,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0033,   0.0078,   0.0000,   0.0000,   0.0045,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0033,   0.0069,   0.0000,   0.0000,   0.0040,
  180,   0.0396,   0.0076,   0.0000,   0.0000,   0.0074,   0.0000,   0.0073,   0.0000,   0.0000,   0.0000,   0.0396,   0.0176,   0.0000,   0.0000,   0.0010,   0.0396,   0.0080,   0.0000,   0.0000,   0.0002,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0125,   0.0000,   0.0000,   0.0047,   0.0000,   0.0159,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0052,   0.0081,   0.0000,   0.0000,   0.0060,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0053,   0.0076,   0.0000,   0.0000,   0.0046,
  240,   0.0526,   0.0083,   0.0000,   0.0000,   0.0081,   0.0000,   0.0080,   0.0000,   0.0000,   0.0000,   0.0526,   0.0182,   0.0000,   0.0000,   0.0012,   0.0526,   0.0087,   0.0000,   0.0000,   0.0003,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0135,   0.0000,   0.0000,   0.0050,   0.0000,   0.0167,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0070,   0.0083,   0.0000,   0.0000,   0.0073,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0070,   0.0083,   0.0000,   0.0000,   0.0052,
  300,   0.0641,   0.0089,   0.0000,   0.0000,   0.0088,   0.0000,   0.0087,   0.0000,   0.0000,   0.0000,   0.0641,   0.0188,   0.0000,   0.0000,   0.0013,   0.0641,   0.0093,   0.0000,   0.0000,   0.0003,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0143,   0.0000,   0.0000,   0.0053,   0.0000,   0.0174,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0085,   0.0085,   0.0000,   0.0000,   0.0085,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0086,   0.0089,   0.0000,   0.0000,   0.0057,
  360,   0.0740,   0.0094,   0.0000,   0.0000,   0.0093,   0.0000,   0.0092,   0.0000,   0.0000,   0.0000,   0.0740,   0.0194,   0.0000,   0.0000,   0.0014,   0.0740,   0.0098,   0.0000,   0.0000,   0.0003,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0151,   0.0000,   0.0000,   0.0056,   0.0000,   0.0182,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0098,   0.0088,   0.0000,   0.0000,   0.0095,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0099,   0.0094,   0.0000,   0.0000,   0.0062,
  420,   0.0824,   0.0099,   0.0000,   0.0000,   0.0097,   0.0000,   0.0096,   0.0000,   0.0000,   0.0000,   0.0824,   0.0200,   0.0000,   0.0000,   0.0015,   0.0824,   0.0102,   0.0000,   0.0000,   0.0003,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0157,   0.0000,   0.0000,   0.0059,   0.0000,   0.0188,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0109,   0.0091,   0.0000,   0.0000,   0.0104,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0110,   0.0098,   0.0000,   0.0000,   0.0066,
  480,   0.0892,   0.0102,   0.0000,   0.0000,   0.0101,   0.0000,   0.0100,   0.0000,   0.0000,   0.0000,   0.0892,   0.0206,   0.0000,   0.0000,   0.0016,   0.0892,   0.0106,   0.0000,   0.0000,   0.0003,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0162,   0.0000,   0.0000,   0.0061,   0.0000,   0.0194,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0118,   0.0093,   0.0000,   0.0000,   0.0112,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0119,   0.0102,   0.0000,   0.0000,   0.0069,
  540,   0.0945,   0.0105,   0.0000,   0.0000,   0.0103,   0.0000,   0.0102,   0.0000,   0.0000,   0.0000,   0.0945,   0.0212,   0.0000,   0.0000,   0.0017,   0.0945,   0.0109,   0.0000,   0.0000,   0.0003,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0167,   0.0000,   0.0000,   0.0062,   0.0000,   0.0200,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0125,   0.0096,   0.0000,   0.0000,   0.0118,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0126,   0.0104,   0.0000,   0.0000,   0.0071,
  600,   0.0983,   0.0107,   0.0000,   0.0000,   0.0105,   0.0000,   0.0104,   0.0000,   0.0000,   0.0000,   0.0983,   0.0218,   0.0000,   0.0000,   0.0017,   0.0983,   0.0111,   0.0000,   0.0000,   0.0003,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0170,   0.0000,   0.0000,   0.0063,   0.0000,   0.0204,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0130,   0.0099,   0.0000,   0.0000,   0.0122,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0131,   0.0106,   0.0000,   0.0000,   0.0073,
  660,   0.1005,   0.0108,   0.0000,   0.0000,   0.0106,   0.0000,   0.0105,   0.0000,   0.0000,   0.0000,   0.1005,   0.0224,   0.0000,   0.0000,   0.0018,   0.1005,   0.0112,   0.0000,   0.0000,   0.0003,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0172,   0.0000,   0.0000,   0.0064,   0.0000,   0.0209,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0133,   0.0102,   0.0000,   0.0000,   0.0125,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0134,   0.0107,   0.0000,   0.0000,   0.0074,
  720,   0.1012,   0.0108,   0.0000,   0.0000,   0.0106,   0.0000,   0.0105,   0.0000,   0.0000,   0.0000,   0.1012,   0.0230,   0.0000,   0.0000,   0.0018,   0.1012,   0.0112,   0.0000,   0.0000,   0.0003,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0174,   0.0000,   0.0000,   0.0065,   0.0000,   0.0213,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0134,   0.0105,   0.0000,   0.0000,   0.0127,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0135,   0.0108,   0.0000,   0.0000,   0.0074,


Pollutant Name: Nitrogen Dioxide,,,,Temperature: 19C,,Relative Humidity: ALL

Time,PC,PC,PC,PC,PC,TAXI,TAXI,TAXI,TAXI,TAXI,LGV3,LGV3,LGV3,LGV3,LGV3,LGV4,LGV4,LGV4,LGV4,LGV4,LGV6,LGV6,LGV6,LGV6,LGV6,HGV7,HGV7,HGV7,HGV7,HGV7,HGV8,HGV8,HGV8,HGV8,HGV8,PLB,PLB,PLB,PLB,PLB,PV4,PV4,PV4,PV4,PV4,PV5,PV5,PV5,PV5,PV5,NFB6,NFB6,NFB6,NFB6,NFB6,NFB7,NFB7,NFB7,NFB7,NFB7,NFB8,NFB8,NFB8,NFB8,NFB8,FBSD,FBSD,FBSD,FBSD,FBSD,FBDD,FBDD,FBDD,FBDD,FBDD,MC,MC,MC,MC,MC,HGV9,HGV9,HGV9,HGV9,HGV9,NFB9,NFB9,NFB9,NFB9,NFB9,ALL,ALL,ALL,ALL,ALL,
 min,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,

    5,   0.0681,   0.0049,   0.0000,   0.0000,   0.0048,   0.0000,   0.0034,   0.0000,   0.0229,   0.0229,   0.0681,   0.0067,   0.0000,   0.0000,   0.0009,   0.0681,   0.0024,   0.0000,   0.0000,   0.0001,   0.0000,   0.0000,   0.0108,   0.0000,   0.0108,   0.0000,   0.0000,   0.0176,   0.0000,   0.0176,   0.0000,   0.0000,   0.0211,   0.0000,   0.0211,   0.0000,   0.0000,   0.0111,   0.0101,   0.0105,   0.0000,   0.0057,   0.0000,   0.0000,   0.0021,   0.0000,   0.0714,   0.0060,   0.0062,   0.0062,   0.0000,   0.0000,   0.0054,   0.0000,   0.0054,   0.0000,   0.0000,   0.0156,   0.0000,   0.0156,   0.0000,   0.0000,   0.0226,   0.0000,   0.0226,   0.0000,   0.0000,   0.0119,   0.0000,   0.0119,   0.0000,   0.0000,   0.0459,   0.0000,   0.0459,   0.0074,   0.0009,   0.0000,   0.0000,   0.0058,   0.0000,   0.0000,   0.0168,   0.0000,   0.0168,   0.0000,   0.0000,   0.0202,   0.0000,   0.0202,   0.0075,   0.0045,   0.0130,   0.0209,   0.0082,
   10,   0.0740,   0.0050,   0.0000,   0.0000,   0.0050,   0.0000,   0.0034,   0.0000,   0.0233,   0.0233,   0.0740,   0.0097,   0.0000,   0.0000,   0.0010,   0.0740,   0.0027,   0.0000,   0.0000,   0.0001,   0.0000,   0.0000,   0.0194,   0.0000,   0.0194,   0.0000,   0.0000,   0.0317,   0.0000,   0.0317,   0.0000,   0.0000,   0.0380,   0.0000,   0.0380,   0.0000,   0.0000,   0.0199,   0.0152,   0.0172,   0.0000,   0.0070,   0.0000,   0.0000,   0.0026,   0.0000,   0.0823,   0.0108,   0.0093,   0.0106,   0.0000,   0.0000,   0.0097,   0.0000,   0.0097,   0.0000,   0.0000,   0.0281,   0.0000,   0.0281,   0.0000,   0.0000,   0.0406,   0.0000,   0.0406,   0.0000,   0.0000,   0.0215,   0.0000,   0.0215,   0.0000,   0.0000,   0.0827,   0.0000,   0.0827,   0.0081,   0.0013,   0.0000,   0.0000,   0.0064,   0.0000,   0.0000,   0.0302,   0.0000,   0.0302,   0.0000,   0.0000,   0.0363,   0.0000,   0.0363,   0.0082,   0.0047,   0.0233,   0.0219,   0.0116,
   20,   0.0848,   0.0053,   0.0000,   0.0000,   0.0052,   0.0000,   0.0035,   0.0000,   0.0240,   0.0240,   0.0848,   0.0150,   0.0000,   0.0000,   0.0013,   0.0848,   0.0034,   0.0000,   0.0000,   0.0001,   0.0000,   0.0000,   0.0259,   0.0000,   0.0259,   0.0000,   0.0000,   0.0422,   0.0000,   0.0422,   0.0000,   0.0000,   0.0507,   0.0000,   0.0507,   0.0000,   0.0000,   0.0265,   0.0241,   0.0252,   0.0000,   0.0092,   0.0000,   0.0000,   0.0034,   0.0000,   0.1018,   0.0145,   0.0148,   0.0147,   0.0000,   0.0000,   0.0129,   0.0000,   0.0129,   0.0000,   0.0000,   0.0374,   0.0000,   0.0374,   0.0000,   0.0000,   0.0541,   0.0000,   0.0541,   0.0000,   0.0000,   0.0287,   0.0000,   0.0287,   0.0000,   0.0000,   0.1102,   0.0000,   0.1102,   0.0093,   0.0021,   0.0000,   0.0000,   0.0074,   0.0000,   0.0000,   0.0403,   0.0000,   0.0403,   0.0000,   0.0000,   0.0484,   0.0000,   0.0484,   0.0094,   0.0050,   0.0311,   0.0237,   0.0144,
   30,   0.0941,   0.0055,   0.0000,   0.0000,   0.0055,   0.0000,   0.0036,   0.0000,   0.0247,   0.0247,   0.0941,   0.0193,   0.0000,   0.0000,   0.0016,   0.0941,   0.0039,   0.0000,   0.0000,   0.0001,   0.0000,   0.0000,   0.0367,   0.0000,   0.0367,   0.0000,   0.0000,   0.0598,   0.0000,   0.0598,   0.0000,   0.0000,   0.0718,   0.0000,   0.0718,   0.0000,   0.0000,   0.0376,   0.0314,   0.0341,   0.0000,   0.0111,   0.0000,   0.0000,   0.0041,   0.0000,   0.1179,   0.0205,   0.0192,   0.0203,   0.0000,   0.0000,   0.0183,   0.0000,   0.0183,   0.0000,   0.0000,   0.0530,   0.0000,   0.0530,   0.0000,   0.0000,   0.0767,   0.0000,   0.0767,   0.0000,   0.0000,   0.0406,   0.0000,   0.0406,   0.0000,   0.0000,   0.1562,   0.0000,   0.1562,   0.0103,   0.0027,   0.0000,   0.0000,   0.0084,   0.0000,   0.0000,   0.0571,   0.0000,   0.0571,   0.0000,   0.0000,   0.0686,   0.0000,   0.0686,   0.0104,   0.0053,   0.0441,   0.0253,   0.0187,
   40,   0.1020,   0.0058,   0.0000,   0.0000,   0.0057,   0.0000,   0.0037,   0.0000,   0.0254,   0.0254,   0.1020,   0.0227,   0.0000,   0.0000,   0.0018,   0.1020,   0.0043,   0.0000,   0.0000,   0.0001,   0.0000,   0.0000,   0.0453,   0.0000,   0.0453,   0.0000,   0.0000,   0.0739,   0.0000,   0.0739,   0.0000,   0.0000,   0.0887,   0.0000,   0.0887,   0.0000,   0.0000,   0.0464,   0.0371,   0.0411,   0.0000,   0.0125,   0.0000,   0.0000,   0.0047,   0.0000,   0.1307,   0.0253,   0.0227,   0.0248,   0.0000,   0.0000,   0.0226,   0.0000,   0.0226,   0.0000,   0.0000,   0.0655,   0.0000,   0.0655,   0.0000,   0.0000,   0.0947,   0.0000,   0.0947,   0.0000,   0.0000,   0.0502,   0.0000,   0.0502,   0.0000,   0.0000,   0.1929,   0.0000,   0.1929,   0.0111,   0.0032,   0.0000,   0.0000,   0.0091,   0.0000,   0.0000,   0.0705,   0.0000,   0.0705,   0.0000,   0.0000,   0.0848,   0.0000,   0.0848,   0.0113,   0.0055,   0.0544,   0.0267,   0.0221,
   50,   0.1085,   0.0060,   0.0000,   0.0000,   0.0059,   0.0000,   0.0038,   0.0000,   0.0261,   0.0261,   0.1085,   0.0251,   0.0000,   0.0000,   0.0019,   0.1085,   0.0046,   0.0000,   0.0000,   0.0001,   0.0000,   0.0000,   0.0605,   0.0000,   0.0605,   0.0000,   0.0000,   0.0985,   0.0000,   0.0985,   0.0000,   0.0000,   0.1183,   0.0000,   0.1183,   0.0000,   0.0000,   0.0619,   0.0411,   0.0501,   0.0000,   0.0135,   0.0000,   0.0000,   0.0050,   0.0000,   0.1401,   0.0337,   0.0251,   0.0318,   0.0000,   0.0000,   0.0302,   0.0000,   0.0302,   0.0000,   0.0000,   0.0873,   0.0000,   0.0873,   0.0000,   0.0000,   0.1263,   0.0000,   0.1263,   0.0000,   0.0000,   0.0669,   0.0000,   0.0669,   0.0000,   0.0000,   0.2572,   0.0000,   0.2572,   0.0118,   0.0036,   0.0000,   0.0000,   0.0097,   0.0000,   0.0000,   0.0940,   0.0000,   0.0940,   0.0000,   0.0000,   0.1130,   0.0000,   0.1130,   0.0120,   0.0057,   0.0726,   0.0278,   0.0279,
   60,   0.1135,   0.0061,   0.0000,   0.0000,   0.0060,   0.0000,   0.0039,   0.0000,   0.0267,   0.0267,   0.1135,   0.0265,   0.0000,   0.0000,   0.0020,   0.1135,   0.0048,   0.0000,   0.0000,   0.0001,   0.0000,   0.0000,   0.0885,   0.0000,   0.0885,   0.0000,   0.0000,   0.1442,   0.0000,   0.1442,   0.0000,   0.0000,   0.1732,   0.0000,   0.1732,   0.0000,   0.0000,   0.0906,   0.0434,   0.0639,   0.0000,   0.0142,   0.0000,   0.0000,   0.0053,   0.0000,   0.1461,   0.0494,   0.0265,   0.0439,   0.0000,   0.0000,   0.0442,   0.0000,   0.0442,   0.0000,   0.0000,   0.1279,   0.0000,   0.1279,   0.0000,   0.0000,   0.1850,   0.0000,   0.1850,   0.0000,   0.0000,   0.0979,   0.0000,   0.0979,   0.0000,   0.0000,   0.3767,   0.0000,   0.3767,   0.0124,   0.0038,   0.0000,   0.0000,   0.0102,   0.0000,   0.0000,   0.1377,   0.0000,   0.1377,   0.0000,   0.0000,   0.1655,   0.0000,   0.1655,   0.0125,   0.0059,   0.1063,   0.0286,   0.0384,
  120,   0.1151,   0.0067,   0.0000,   0.0000,   0.0067,   0.0000,   0.0044,   0.0000,   0.0298,   0.0297,   0.1151,   0.0269,   0.0000,   0.0000,   0.0021,   0.1151,   0.0050,   0.0000,   0.0000,   0.0002,   0.0000,   0.0000,   0.1101,   0.0000,   0.1101,   0.0000,   0.0000,   0.1794,   0.0000,   0.1794,   0.0000,   0.0000,   0.2154,   0.0000,   0.2154,   0.0000,   0.0000,   0.1127,   0.0438,   0.0738,   0.0000,   0.0147,   0.0000,   0.0000,   0.0055,   0.0000,   0.1538,   0.0614,   0.0268,   0.0530,   0.0000,   0.0000,   0.0550,   0.0000,   0.0550,   0.0000,   0.0000,   0.1591,   0.0000,   0.1591,   0.0000,   0.0000,   0.2301,   0.0000,   0.2301,   0.0000,   0.0000,   0.1218,   0.0000,   0.1218,   0.0000,   0.0000,   0.4686,   0.0000,   0.4686,   0.0125,   0.0038,   0.0000,   0.0000,   0.0103,   0.0000,   0.0000,   0.1713,   0.0000,   0.1713,   0.0000,   0.0000,   0.2058,   0.0000,   0.2058,   0.0127,   0.0065,   0.1322,   0.0313,   0.0467,
